Date,High,Low,Open,Close,Volume,Adj Close,5-DayEMA,20-DayEMA,Real Lower Band,Real Middle Band,Real Upper Band,MACD,MACD_Hist,MACD_Signal,SlowD,SlowK,CCI,OBV,EMA_Reversal,EMA_Trend,StoReversal,MACDTrend,OBVTrend,CCITrend,Returns,MarketTrend
2010-01-04,113.3899993896,111.5100021362,112.3700027466,113.3300018311,118944600,94.5454940796,112.4698089742,111.561447006,109.4706,111.4212,113.3717,0.756,0.0518,0.7041,59.1858,55.5718,114.8472,3967746680,0.9083619683,Up,NoReversal,Reversal,Up,Reversal,-0.0166769554,Reversal
2010-01-05,113.6800003052,112.8499984741,113.2600021362,113.6299972534,111579900,94.7957839966,112.8565384006,111.7584517914,109.3893,111.5522,113.715,0.83,0.1007,0.7293,56.1264,65.9551,143.0338,4079265910,1.0980866092,Up,NoReversal,Up,Up,Reversal,-0.0026401076,Up
2010-01-06,113.9899978638,113.4300003052,113.5199966431,113.7099990845,116074400,94.8625259399,113.1410252953,111.9443134384,109.3664,111.6957,114.0249,0.8849,0.1245,0.7604,72.0698,94.6825,144.4465,4195283037,1.1967118569,Up,NoReversal,Up,Up,Reversal,-0.0007035602,Up
2010-01-07,114.3300018311,113.1800003052,113.5,114.1900024414,131091100,95.2629547119,113.490684344,112.1581885815,109.5603,111.9247,114.289,0.9562,0.1566,0.7996,84.9109,94.0952,142.1604,4325785054,1.3324957624,Up,NoReversal,Up,Up,Reversal,-0.0042035498,Up
2010-01-08,114.6200027466,113.6600036621,113.8899993896,114.5699996948,126402800,95.5799713135,113.8504561276,112.387884878,109.6908,112.1521,114.6134,1.0314,0.1855,0.8459,94.3549,94.287,148.4889,4452142965,1.4625712495,Up,NoReversal,Up,Up,Reversal,-0.0033167256,Up
2010-01-11,115.1299972534,114.2399978638,115.0800018311,114.7300033569,106375700,95.7134552002,114.1436385374,112.6109437808,109.7561,112.3566,114.9571,1.0914,0.1963,0.895,93.4703,92.0288,151.85,4558048144,1.5326947566,Up,NoReversal,Up,Up,Reversal,-0.0013946105,Up
2010-01-12,114.2099990845,113.2200012207,113.9700012207,113.6600036621,163333500,94.8208007813,113.9824269123,112.7108542457,109.8906,112.4841,115.0776,1.0405,0.1164,0.9241,84.9346,68.4879,82.8244,4391550052,1.2715726666,Up,NoReversal,Up,Down,NoReversal,0.0094140389,Up
2010-01-13,114.9400024414,113.3700027466,113.9499969482,114.6200027466,161822000,95.6216964722,114.1949521904,112.8926779124,109.8852,112.6216,115.358,1.0654,0.1131,0.9524,73.6076,60.3059,110.526,4553280402,1.302274278,Up,NoReversal,Up,Up,Reversal,-0.0083754935,Up
2010-01-14,115.1399993896,114.4199981689,114.4899978638,114.9300003052,115718800,95.8802947998,114.4399682287,113.0867086165,109.9542,112.8006,115.647,1.0975,0.1161,0.9814,63.7673,62.508,127.0225,4668927362,1.3532596122,Up,NoReversal,Up,Up,Reversal,-0.0026972728,Up
2010-01-15,114.8399963379,113.1999969482,114.7300033569,113.6399993896,212283100,94.8041152954,114.173311949,113.1394029758,110.1013,112.9066,115.7119,1.0073,0.0207,0.9866,61.559,61.863,63.0444,4456674593,1.0339089731,Up,NoReversal,Reversal,Down,NoReversal,0.0113516449,Reversal
2010-01-19,115.1299972534,113.5899963379,113.6200027466,115.0599975586,139172700,95.9887466431,114.4688738188,113.3223167456,110.4912,113.1506,115.81,1.0384,0.0414,0.9969,64.5258,69.2064,95.0848,4595346483,1.1465570732,Up,NoReversal,Reversal,Up,NoReversal,-0.0123413715,Reversal
2010-01-20,114.4499969482,112.9800033569,114.2799987793,113.8899993896,216490200,95.0126800537,114.2759156758,113.3763817593,111.0288,113.3346,115.6404,0.9575,-0.0315,0.9891,61.5438,53.5621,37.797,4379015838,0.8995339164,Up,NoReversal,Reversal,Down,NoReversal,0.0102730545,Reversal
2010-01-21,114.2699966431,111.5599975586,113.9199981689,111.6999969482,344859600,93.1856689453,113.4172760999,113.216726063,111.1067,113.3531,115.5995,0.7086,-0.2244,0.933,56.6913,47.3055,-59.7344,4034268810,0.2005500369,Up,NoReversal,Down,Down,NoReversal,0.0196061101,Up
2010-01-22,111.7399978638,109.0899963379,111.1999969482,109.2099990845,345942400,91.1083984375,112.0148504281,112.8351330175,110.4184,113.2271,116.0358,0.3069,-0.5009,0.8078,38.9589,16.009,-219.2721,3688641528,-0.8202825894,Down,NoReversal,Down,Down,Reversal,0.0228000905,Down
2010-01-25,110.4100036621,109.4100036621,110.2099990845,109.7699966431,186937500,91.5755615234,111.2665658331,112.5432152675,109.9708,113.1181,116.2654,0.0333,-0.6196,0.6529,23.011,5.7185,-200.2399,3875392895,-1.2766494344,Down,NoReversal,Down,Up,Reversal,-0.0051015539,Down
2010-01-26,110.4700012207,109.0400009155,109.3399963379,109.3099975586,211168800,91.1918182373,110.6143764083,112.2352897714,109.4066,112.9596,116.5126,-0.2181,-0.6968,0.4787,9.2687,6.0786,-182.1096,3664604226,-1.6209133632,Down,Reversal,Down,Down,Reversal,0.0042082069,Down
2010-01-27,110.0800018311,108.3300018311,109.1699981689,109.8300018311,271863600,91.6255950928,110.3529182159,112.0062147295,109.0088,112.8151,116.6214,-0.3711,-0.6798,0.3087,8.5437,13.8339,-160.4014,3936086489,-1.6532965136,Down,Reversal,Down,Up,Reversal,-0.0047346286,Down
2010-01-28,110.25,107.9100036621,110.1900024414,108.5699996948,316104000,90.57447052,109.7586120422,111.6789561548,108.3823,112.6155,116.8487,-0.5873,-0.7168,0.1295,11.9118,15.8228,-151.4589,3620562848,-1.9203441126,Down,Reversal,Down,Down,Reversal,0.0116054356,Down
2010-01-29,109.8000030518,107.2200012207,109.0400009155,107.3899993896,310677600,89.590057373,108.9690744913,111.2704840819,107.5511,112.359,117.1669,-0.8441,-0.7789,-0.0652,15.1865,15.9028,-149.6032,3310039619,-2.3014095906,Down,Reversal,Down,Down,Reversal,0.0109879906,Down
2010-02-01,109.0699996948,107.5,108.1500015259,109.0599975586,187865000,90.9832382202,108.9993821804,111.0599615559,107.2333,112.24,117.2467,-0.9025,-0.6698,-0.2327,19.3609,26.3571,-116.2745,3497415924,-2.0605793755,Down,NoReversal,Down,Up,Reversal,-0.0153126555,Down
2010-02-02,110.5899963379,108.8799972534,109.2600021362,110.3799972534,216327900,92.0844497681,109.4595872047,110.9952030509,107.0493,112.0925,117.1357,-0.8326,-0.4799,-0.3526,31.3772,51.8716,-64.103,3713617924,-1.5356158461,Down,NoReversal,Down,Up,NoReversal,-0.0119586857,Down
2010-02-03,110.4800033569,109.5100021362,109.8799972534,109.8300018311,172730700,91.6255950928,109.5830587469,110.8842315061,106.8191,111.9025,116.9859,-0.8122,-0.3677,-0.4446,51.3909,75.944,-57.679,3541075996,-1.3011727593,Down,NoReversal,Down,Down,NoReversal,0.0050076975,Down
2010-02-04,109.0299987793,106.4199981689,108.9800033569,106.4400024414,356715700,88.7975311279,108.5353733117,110.4609715952,106.0049,111.539,117.0731,-1.0575,-0.4903,-0.5671,61.6825,57.2321,-117.767,3184871723,-1.9255982835,Down,NoReversal,Down,Down,Reversal,0.0318489225,Down
2010-02-05,106.8799972534,104.5800018311,106.5599975586,106.6600036621,493585800,88.9810562134,107.9102500952,110.0989746492,105.3819,111.1625,116.9431,-1.22,-0.5223,-0.6977,56.8961,37.5122,-134.4963,3678355597,-2.188724554,Down,NoReversal,Down,Up,Reversal,-0.0020626403,Down
2010-02-08,107.3300018311,105.8099975586,106.7399978638,105.8899993896,224166900,88.338684082,107.2368331933,109.6981198626,104.7369,110.7285,116.7201,-1.3949,-0.5577,-0.8371,37.9021,18.9619,-115.8094,3454412509,-2.4612866693,Down,NoReversal,Down,Down,Reversal,0.0072717374,Down
2010-02-09,108.1500015259,106.2699966431,107.1299972534,107.2200012207,337820500,89.4482650757,107.2312225358,109.4621085633,104.4713,110.353,116.2347,-1.4099,-0.4582,-0.9517,30.0625,33.7135,-87.9087,3792111268,-2.2308860276,Down,NoReversal,Down,Up,NoReversal,-0.0124044191,Down
2010-02-10,107.5999984741,106.1100006104,107.0500030518,107.0100021362,240511500,89.2730636597,107.1574824026,109.2285746179,104.1724,110.0205,115.8686,-1.4223,-0.3765,-1.0458,31.0182,40.3794,-91.5588,3551773821,-2.0710922153,Down,NoReversal,Down,Down,NoReversal,0.0019624248,Down
2010-02-11,108.25,106.25,106.8700027466,108.1299972534,223591600,90.2074050903,107.4816540195,109.1239482022,104.1948,109.696,115.1972,-1.3265,-0.2245,-1.1019,46.4833,65.3571,-69.0081,3775122249,-1.6422941827,Down,NoReversal,Down,Up,NoReversal,-0.0103578576,Down
2010-02-12,108.0999984741,106.5100021362,106.9899978638,108.0400009155,304622100,90.1323242188,107.6677696515,109.0207151273,104.3658,109.3515,114.3372,-1.2435,-0.1132,-1.1303,62.2156,80.9103,-63.186,3470786728,-1.3529454758,Down,NoReversal,Down,Down,NoReversal,0.0008329909,Down
2010-02-16,109.8499984741,107.8199996948,108.8600006104,109.7399978638,159317500,91.5505523682,108.3585123889,109.0892182451,104.5677,109.1565,113.7453,-1.0287,0.0813,-1.1099,80.4428,95.061,-1.0577,3629812087,-0.7307058561,Down,NoReversal,Reversal,Up,NoReversal,-0.0154911334,Reversal
2010-02-17,110.4100036621,109.7399978638,110.2699966431,110.2600021362,168845100,91.9843597412,108.9923423047,109.2007214728,105.1614,108.9165,112.6716,-0.8072,0.2422,-1.0494,90.3198,94.9881,53.3692,3798422063,-0.2083791681,Down,NoReversal,Up,Up,NoReversal,-0.0047161642,Down
2010-02-18,111.1399993896,110.0400009155,110.0800018311,110.9100036621,193708600,92.5266342163,109.6315627572,109.3635102527,105.6276,108.7675,111.9074,-0.5726,0.3814,-0.954,95.446,96.289,94.1013,3991228078,0.2680525044,Up,NoReversal,Up,Up,NoReversal,-0.0058606213,Up
2010-02-19,111.5699996948,110.3600006104,110.6200027466,111.1399993896,222684900,92.7184906006,110.134374968,109.5326996943,105.6962,108.7395,111.7828,-0.3639,0.4721,-0.836,95.2379,94.4367,119.9017,4206795282,0.6016752736,Up,NoReversal,Up,Up,Reversal,-0.0020694235,Up
2010-02-22,111.5800018311,110.8300018311,111.5500030518,111.1600036621,132346900,92.7351760864,110.4762511994,109.6876810246,105.6196,108.837,112.0544,-0.1947,0.5131,-0.7077,94.2003,91.8751,120.5334,4338944231,0.7885701748,Up,NoReversal,Up,Up,Reversal,-0.0001799593,Up
2010-02-23,111.1999969482,109.5199966431,110.8600006104,109.8099975586,207497000,91.6089477539,110.2541666524,109.6993302183,105.6193,108.839,112.0587,-0.1676,0.4321,-0.5997,83.7047,64.8022,68.5172,4132021371,0.5548364341,Up,NoReversal,Up,Down,NoReversal,0.0122940182,Up
2010-02-24,111,109.8600006104,110.1399993896,110.8199996948,176350700,92.4515533447,110.4427776666,109.8060606446,105.5852,108.9145,112.2438,-0.0639,0.4287,-0.4925,70.6715,55.3371,82.4576,4308372071,0.6367170219,Up,NoReversal,Up,Up,NoReversal,-0.0091138977,Up
2010-02-25,110.75,108.9400024414,109.2399978638,110.6699981689,259634700,92.3264007568,110.518517834,109.8883404089,105.5615,108.9565,112.3515,0.0062,0.399,-0.3928,55.9036,47.5716,58.3999,4049348844,0.6301774251,Up,NoReversal,Up,Down,NoReversal,0.0013553947,Up
2010-02-26,111.1200027466,110.1100006104,110.7699966431,110.7399978638,173589300,92.384803772,110.5923445106,109.9694506427,105.5886,109.065,112.5414,0.0666,0.3675,-0.3009,56.1717,65.6063,75.2562,4222774072,0.6228938679,Up,NoReversal,Up,Up,NoReversal,-0.0006321085,Up
2010-03-01,112,111.1699981689,111.1999969482,111.8899993896,147709700,93.3441772461,111.0248961369,110.1523600471,105.6959,109.29,112.8841,0.2048,0.4046,-0.1998,63.2946,76.7058,108.6998,4370281391,0.8725360898,Up,NoReversal,Up,Up,Reversal,-0.0102779653,Up
2010-03-02,112.7399978638,112,112.3700027466,112.1999969482,160992400,93.6027908325,111.4165964074,110.3473730853,105.6388,109.447,113.2552,0.3356,0.4283,-0.0927,75.257,83.4588,120.3364,4531202096,1.069223322,Up,NoReversal,Up,Up,Reversal,-0.0027629017,Up
2010-03-03,112.9700012207,112.0199966431,112.4899978638,112.3000030518,150785000,93.6862182617,111.7110652888,110.533337844,105.5531,109.543,113.5329,0.4422,0.4279,0.0143,82.8959,88.5231,113.2571,4681754559,1.1777274448,Up,NoReversal,Up,Up,Reversal,-0.0008905263,Up
2010-03-04,112.8000030518,112.0299987793,112.4499969482,112.6399993896,135770400,93.9698638916,112.0207099891,110.733972277,105.4713,109.6836,113.8958,0.5478,0.4268,0.121,85.9563,85.8869,104.6271,4817281513,1.2867377121,Up,NoReversal,Up,Up,Reversal,-0.0030184334,Up
2010-03-05,114.3399963379,113.0999984741,113.3700027466,114.25,176118800,95.3129959106,112.7638066594,111.0688320601,105.6923,110.0741,114.4558,0.7527,0.5054,0.2473,88.0291,89.6774,143.0211,4993328555,1.6949745993,Up,NoReversal,Up,Up,Reversal,-0.0140919091,Up
2010-03-08,114.5199966431,114.0699996948,114.2600021362,114.2699966431,114631200,95.3297042847,113.2658699873,111.3737048775,106.0036,110.4546,114.9055,0.9063,0.5272,0.3791,89.1588,91.9123,149.2095,5107853644,1.8921651098,Up,NoReversal,Up,Up,Reversal,-0.0001749947,Up
2010-03-09,114.9899978638,113.8700027466,113.9300003052,114.4599990845,154556700,95.4882125854,113.6639130197,111.6676376591,106.6266,110.8831,115.1395,1.0314,0.5218,0.5096,90.4627,89.7984,143.639,5262232437,1.9962753606,Up,NoReversal,Up,Up,Reversal,-0.0016599899,Up
2010-03-10,115.2799987793,114.4100036621,114.5100021362,114.9700012207,186088800,95.9136886597,114.0992757534,111.9821484745,107.0074,111.2706,115.5337,1.1584,0.519,0.6393,89.7741,87.6117,142.6276,5448086602,2.1171272788,Up,NoReversal,Up,Up,Reversal,-0.0044359583,Up
2010-03-11,115.4800033569,114.3499984741,114.6999969482,115.4499969482,160791100,96.3141326904,114.5495161516,112.3124197577,107.5302,111.6926,115.8549,1.2829,0.5149,0.7681,89.3028,90.4984,133.3846,5608468051,2.2370963939,Up,NoReversal,Up,Up,Reversal,-0.0041576071,Up
2010-03-12,115.9700012207,115.1399993896,115.9499969482,115.4599990845,162074800,96.3224487305,114.8530104626,112.6121892174,107.9253,112.0591,116.1928,1.3667,0.4789,0.8878,88.8206,88.3516,132.7171,5770393305,2.2408212452,Up,NoReversal,Up,Up,Reversal,-8.66285846121695E-05,Up
2010-03-15,115.5699996948,114.5999984741,115.2600021362,115.4899978638,146816800,96.3474807739,115.0653395963,112.8862662314,108.4747,112.4316,116.3884,1.4192,0.4251,0.9941,87.5718,83.8655,110.7458,5916925381,2.179073365,Up,NoReversal,Up,Up,Reversal,-0.0002597522,Up
2010-03-16,116.5199966431,115.4899978638,115.8099975586,116.4100036621,168673000,97.1149978638,115.5135609516,113.2218602724,108.6506,112.7651,116.8795,1.5175,0.4187,1.0987,84.9377,82.596,127.1997,6085486802,2.2917006792,Up,NoReversal,Up,Up,Reversal,-0.0079031507,Up
2010-03-17,117.4800033569,116.4199981689,116.7600021362,117.0999984741,177468100,97.6906280518,116.0423734591,113.5912067678,108.7523,113.1071,117.4618,1.6322,0.4268,1.2054,84.3686,86.6444,136.5964,6262689819,2.4511666913,Up,NoReversal,Up,Up,Reversal,-0.0058923554,Up
2010-03-18,117.2699966431,116.5699996948,117.1100006104,117.0400009155,196509100,97.6405792236,116.3749159446,113.9196633533,108.862,113.4136,117.9651,1.6988,0.3947,1.3041,86.1371,89.1709,119.4561,6066180719,2.4552525913,Up,NoReversal,Up,Down,Reversal,0.0005126244,Up
2010-03-19,117.2900009155,115.5199966431,115.9700012207,115.9700012207,226641100,97.1463241577,116.2399443699,114.1149336264,109.0991,113.6551,118.211,1.6462,0.2737,1.3725,83.0663,73.3837,87.7292,5839661529,2.1250107436,Up,NoReversal,Up,Down,NoReversal,0.0092265214,Up
2010-03-22,116.8000030518,115.2399978638,115.3099975586,116.5899963379,184477800,97.665687561,116.3566283593,114.3506538846,109.3504,113.9267,118.5029,1.6359,0.2107,1.4252,75.5928,64.2237,79.3491,6023745435,2.0059744746,Up,NoReversal,Up,Up,NoReversal,-0.0053177385,Up
2010-03-23,117.5100021362,116.3799972534,116.7600021362,117.4100036621,182941600,98.3526000977,116.7077534602,114.6420205301,109.9019,114.3067,118.7114,1.6744,0.1994,1.475,68.4851,67.8479,102.1839,6206370689,2.0657329301,Up,NoReversal,Up,Up,Reversal,-0.0069841351,Up
2010-03-24,117.4300003052,115.5800018311,116.9700012207,116.8399963379,196072600,97.8751296997,116.7518344194,114.8513515594,110.3778,114.6077,118.8375,1.64,0.132,1.508,69.1859,75.4863,80.1303,6010308975,1.90048286,Up,NoReversal,Up,Down,NoReversal,0.0048785291,Up
2010-03-25,118.1699981689,116.5100021362,117.6299972534,116.6500015259,223396300,97.7159805298,116.7178901216,115.0226515562,110.9994,114.9067,118.814,1.5792,0.0569,1.5223,71.5845,71.4194,93.6199,5787111248,1.6952385654,Up,NoReversal,Reversal,Down,NoReversal,0.0016287596,Reversal
2010-03-26,117.4199981689,116.1200027466,116.8700027466,116.5800018311,205808500,97.6573181152,116.6719273581,115.17097063,111.7325,115.1988,118.665,1.5082,-0.0113,1.5195,67.2484,54.8395,72.8243,5581485547,1.5009567281,Up,NoReversal,Reversal,Down,NoReversal,0.0006004434,Reversal
2010-03-29,117.5299987793,116.6900024414,117.1699981689,117.3199996948,134513500,98.2772064209,116.8879514703,115.3756400648,112.2407,115.4703,118.6999,1.4942,-0.0202,1.5144,60.0089,53.7679,88.3369,5715917305,1.5123114056,Up,NoReversal,Reversal,Up,NoReversal,-0.0063075168,Reversal
2010-03-30,117.8300018311,116.9100036621,117.4599990845,117.4000015259,145772500,98.3442306519,117.0586348222,115.5684363944,112.7696,115.7303,118.691,1.4726,-0.0334,1.506,56.59,61.1626,92.0742,5861598897,1.4901984278,Up,NoReversal,Reversal,Up,NoReversal,-0.0006814466,Reversal
2010-03-31,117.5199966431,116.6100006104,116.9499969482,117,161078700,98.0091323853,117.0390898815,115.7047757854,113.413,115.9653,118.5175,1.407,-0.0792,1.4862,58.3802,60.2102,69.537,5700666691,1.3343140961,Up,NoReversal,Reversal,Down,NoReversal,0.0034188165,Reversal
2010-04-01,118.25,117.0999984741,117.8000030518,117.8000030518,161215200,98.6793136597,117.2927276049,115.9043212393,114.0528,116.2232,118.3937,1.4034,-0.0663,1.4697,61.8169,64.078,109.3376,5861750299,1.3884063656,Up,NoReversal,Reversal,Up,Reversal,-0.0067911972,Reversal
2010-04-05,118.8399963379,117.9199981689,118.25,118.7600021362,105847600,99.4834518433,117.7818191153,116.1762908486,114.2091,116.4487,118.6883,1.4611,-0.0068,1.4679,65.6832,72.7613,153.9176,5967372042,1.6055282668,Up,NoReversal,Reversal,Up,Reversal,-0.008083522,Reversal
2010-04-06,119.25,118.2900009155,118.4199981689,119.0400009155,110384200,99.7180252075,118.2012130487,116.4490251407,114.4109,116.6872,118.9636,1.512,0.0353,1.4768,75.3166,89.1104,167.4696,6077566961,1.7521879081,Up,NoReversal,Reversal,Up,Reversal,-0.0023521403,Reversal
2010-04-07,119.3600006104,117.8099975586,118.8000030518,118.3600006104,184576300,99.148399353,118.254142236,116.6310228044,114.7381,116.8822,119.0264,1.4805,0.003,1.4775,81.9762,84.0569,133.1332,5893134652,1.6231194315,Up,NoReversal,Reversal,Down,Reversal,0.0057451867,Reversal
2010-04-08,118.9700012207,117.5999984741,117.9499969482,118.7699966431,158704000,99.491859436,118.426093705,116.8347345986,114.9662,117.0724,119.1785,1.4718,-0.0046,1.4764,83.2637,76.6236,121.1454,6051630523,1.5913591064,Up,NoReversal,Reversal,Up,Reversal,-0.0034520169,Reversal
2010-04-09,119.5999984741,118.8000030518,119.0199966431,119.5500030518,133006500,100.1452560425,118.8007301539,117.0933315941,115.0482,117.2774,119.5065,1.5102,0.0271,1.4831,79.7075,78.4418,168.6781,6184332228,1.7073985598,Up,NoReversal,Reversal,Up,Reversal,-0.0065245202,Reversal
2010-04-12,120.0500030518,119.5599975586,119.6999969482,119.7399978638,110279000,100.3044052124,119.1138193906,117.3453950484,115.1808,117.4914,119.8019,1.5383,0.0441,1.4942,80.4618,86.3199,170.3119,6294533174,1.7684243422,Up,NoReversal,Reversal,Up,Reversal,-0.001586728,Reversal
2010-04-13,120.0400009155,119,119.6200027466,119.8300018311,125043600,100.3797912598,119.3525468707,117.5820242658,115.3754,117.7084,120.0413,1.5499,0.0446,1.5053,85.5725,91.9558,136.3887,6416434234,1.7705226049,Up,NoReversal,Reversal,Up,Reversal,-0.0007510971,Reversal
2010-04-14,121.1900024414,120.0800018311,120.2699966431,121.1900024414,161609000,101.5190429688,119.965032061,117.9256412349,115.2452,117.9474,120.6495,1.6498,0.1156,1.5342,90.3549,92.7891,179.4388,6578043223,2.0393908261,Up,NoReversal,Up,Up,Reversal,-0.0112220528,Up
2010-04-15,121.5699996948,120.9499969482,120.9899978638,121.2900009155,144615300,101.6027908325,120.4066883458,118.2460564426,115.1209,118.1569,121.1928,1.7173,0.1465,1.5708,92.8107,93.6872,170.5807,6722558028,2.1606319032,Up,NoReversal,Up,Up,Reversal,-0.0008244577,Up
2010-04-16,121.2900009155,118.75,120.8600006104,119.3600006104,366786700,99.9860687256,120.057792434,118.3521463633,115.2391,118.2729,121.3066,1.5966,0.0207,1.576,85.6819,70.5693,82.5465,6356178615,1.7056460707,Up,NoReversal,Reversal,Down,NoReversal,0.0161695735,Reversal
2010-04-19,119.9300003052,118.4700012207,119.0100021362,119.8099975586,217947800,100.3630523682,119.9751941422,118.4909893343,115.5549,118.4649,121.3748,1.5198,-0.0449,1.5648,71.9741,51.6659,56.1603,6573804076,1.4842048079,Up,NoReversal,Reversal,Up,NoReversal,-0.0037559215,Reversal
2010-04-20,120.9800033569,119.8700027466,120.5599975586,120.8799972534,157708000,101.2593612671,120.2767951793,118.718513898,115.7213,118.6792,121.6372,1.5276,-0.0297,1.5573,56.6133,47.6047,109.0659,6731261456,1.5582812812,Up,NoReversal,Reversal,Up,Reversal,-0.0088517515,Reversal
2010-04-21,121.2300033569,119.9899978638,120.9499969482,120.6600036621,192910100,101.075088501,120.4045313402,118.9034176851,115.8241,118.8417,121.8594,1.4988,-0.0468,1.5456,54.4122,63.9659,99.8596,6538478550,1.5011136551,Up,NoReversal,Reversal,Down,NoReversal,0.001823252,Reversal
2010-04-22,121.1699981689,119.1200027466,119.8099975586,121.0199966431,115360300,101.3766479492,120.6096864412,119.1049966335,116.0376,119.0507,122.0639,1.4879,-0.0462,1.5341,63.7673,79.7313,81.6167,6777586742,1.5046898077,Up,NoReversal,Reversal,Up,NoReversal,-0.002974657,Reversal
2010-04-23,121.8600006104,120.6299972534,120.9400024414,121.8099975586,177335500,102.0383987427,121.009790147,119.3626157692,116.2781,119.3089,122.3396,1.5256,-0.0068,1.5324,76.7807,86.645,123.6506,6954848831,1.6471743778,Up,NoReversal,Reversal,Up,Reversal,-0.0064855179,Reversal
2010-04-26,122.1200027466,121.2300033569,121.8499984741,121.3499984741,143457300,101.6530609131,121.1231929227,119.5518903125,116.6655,119.5473,122.429,1.5008,-0.0252,1.5261,84.7386,87.8394,121.7151,6811501166,1.5713026102,Up,NoReversal,Reversal,Down,Reversal,0.0037906806,Reversal
2010-04-27,121.3399963379,118.25,120.6500015259,118.4800033569,355853300,99.2489395142,120.2421297341,119.4498058406,116.8618,119.6053,122.3487,1.2354,-0.2325,1.4679,78.0365,59.6251,-10.5164,6455940192,0.7923238935,Up,NoReversal,Down,Down,NoReversal,0.0242234557,Up
2010-04-28,119.6800003052,118.2699966431,119.0500030518,119.3799972534,300674100,100.0028305054,119.9547522405,119.4431574037,117.1499,119.7043,122.2586,1.0851,-0.3062,1.3914,61.3188,36.4918,-33.9069,6756479419,0.5115948368,Up,NoReversal,Down,Up,NoReversal,-0.0075389003,Up
2010-04-29,121.1100006104,120.0699996948,120.0999984741,120.8600006104,193775000,101.2426147461,120.2565016972,119.5780948519,117.6213,119.8971,122.173,1.0729,-0.2548,1.3277,43.43,34.1731,65.144,6950078124,0.6784068452,Up,NoReversal,Down,Up,NoReversal,-0.0122456011,Up
2010-04-30,121.0100021362,118.7799987793,120.8799972534,118.8099975586,270000900,99.5253448486,119.774333651,119.5049427288,117.8206,119.9478,122.0749,0.888,-0.3518,1.2397,35.9007,37.037,-27.8465,6680218308,0.2693909222,Up,NoReversal,Down,Down,NoReversal,0.0172544659,Up
2010-05-03,120.6800003052,119.1999969482,119.3799972534,120.3499984741,182747900,100.8153991699,119.9662219253,119.5854242283,117.9658,120.0273,122.0887,0.8556,-0.3073,1.1629,40.4025,49.9974,9.8183,6862890704,0.380797697,Up,NoReversal,Down,Up,NoReversal,-0.0127960194,Up
2010-05-04,119.0299987793,116.9199981689,119.0100021362,117.5199966431,360353400,98.4447479248,119.1508134979,119.3887168393,117.6515,119.9513,122.251,0.5948,-0.4545,1.0493,39.782,32.3116,-167.5542,6502818252,-0.2379033413,Down,NoReversal,Down,Down,Reversal,0.0240810238,Down
2010-05-05,117.8000030518,115.9700012207,116.5599975586,116.8199996948,328973200,97.8583526611,118.3738755636,119.1440771112,117.282,119.8743,122.4665,0.3278,-0.5772,0.905,38.4293,32.979,-218.5533,6174072283,-0.7702015477,Down,NoReversal,Down,Down,Reversal,0.0059920985,Down
2010-05-06,117,105,116.2600021362,112.9400024414,647356600,94.6081542969,116.5625845228,118.5532128569,115.6143,119.5827,123.5511,-0.1945,-0.8796,0.6851,30.7039,26.8211,-405.4314,5537950478,-1.9906283341,Down,NoReversal,Down,Down,Reversal,0.0343544995,Down
2010-05-07,113.7699966431,109.4100036621,112.6399993896,111.2600021362,637558800,93.2008361816,114.7950570606,117.8586213597,113.791,119.1682,124.5454,-0.7357,-1.1366,0.4009,31.7186,35.3556,-273.431,4901143646,-3.0635642991,Down,NoReversal,Down,Down,Reversal,0.0150997688,Down
2010-05-10,116.6500015259,114.9100036621,115.8099975586,116.1600036621,396159600,97.3054885864,115.2500392611,117.6968482457,113.4638,118.9892,124.5147,-0.7604,-0.929,0.1687,39.5116,56.3579,-96.0491,5297085848,-2.4468089846,Down,NoReversal,Down,Up,NoReversal,-0.0421832074,Down
2010-05-11,117.3600006104,114.9100036621,115.0699996948,115.8300018311,317849800,97.0290527344,115.4433601178,117.519053349,113.1125,118.7892,124.466,-0.7974,-0.7729,-0.0245,53.2464,68.0256,-79.3891,4982858090,-2.0756932313,Down,NoReversal,Down,Down,NoReversal,0.0028490186,Down
2010-05-12,117.6200027466,116.0899963379,116.2900009155,117.4499969482,235607100,98.386100769,116.1122390613,117.512476549,113.0083,118.6022,124.1961,-0.6881,-0.5308,-0.1572,70.6618,87.602,-43.0425,5218204193,-1.4002374877,Down,NoReversal,Down,Up,NoReversal,-0.0137930622,Down
2010-05-13,117.6800003052,115.8899993896,117.1299972534,115.9899978638,234452500,97.1630859375,116.0714919954,117.3674785789,112.7757,118.3372,123.8988,-0.7111,-0.4431,-0.268,81.0789,87.609,-51.3902,4983875442,-1.2959865835,Down,NoReversal,Down,Down,NoReversal,0.0125872843,Down
2010-05-14,115.3300018311,112.8700027466,115.1200027466,113.8899993896,345601400,95.4039459229,115.3443277935,117.0362900847,112.2005,118.0637,123.927,-0.8885,-0.4964,-0.3921,80.5618,66.4745,-107.3067,4638338936,-1.6919622912,Down,NoReversal,Down,Down,Reversal,0.0184388312,Down
2010-05-17,114.5199966431,111.7699966431,114.1999969482,113.9499969482,325739800,95.4542007446,114.8795508451,116.7423574051,111.7037,117.7707,123.8378,-1.0126,-0.4964,-0.5162,66.6564,45.8857,-108.346,4964041078,-1.86280656,Down,NoReversal,Down,Up,Reversal,-0.0005265253,Down
